Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","01312","Bananas","2006","2006","tonnes","35","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","01312","Bananas","2005","2005","1000 US$","29","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","01312","Bananas","2006","2006","1000 US$","10","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2009","2009","tonnes","539","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2015","2015","tonnes","92994","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2016","2016","tonnes","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2017","2017","tonnes","16958","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2018","2018","tonnes","42446","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2019","2019","tonnes","32","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","0112","Maize (corn)","2009","2009","1000 US$","238","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","0112","Maize (corn)","2015","2015","1000 US$","12755","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","0112","Maize (corn)","2016","2016","1000 US$","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","0112","Maize (corn)","2017","2017","1000 US$","3367","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","0112","Maize (corn)","2018","2018","1000 US$","8441","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","600","Paraguay","5622","Import Value","0112","Maize (corn)","2019","2019","1000 US$","6709","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","604","Peru","5610","Import Quantity","0112","Maize (corn)","2005","2005","tonnes","7769","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","604","Peru","5622","Import Value","0112","Maize (corn)","2005","2005","1000 US$","1040","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","604","Peru","5610","Import Quantity","0111","Wheat","2005","2005","tonnes","5000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","604","Peru","5622","Import Value","0111","Wheat","2005","2005","1000 US$","888","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","1994","1994","tonnes","82","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","1995","1995","tonnes","71","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","1996","1996","tonnes","12","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2001","2001","tonnes","217","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2005","2005","tonnes","198","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2006","2006","tonnes","906","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2007","2007","tonnes","1642","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2009","2009","tonnes","2286","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2011","2011","tonnes","5736","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2013","2013","tonnes","618","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2014","2014","tonnes","156","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2015","2015","tonnes","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","01312","Bananas","2016","2016","tonnes","45","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","1994","1994","1000 US$","47","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","1995","1995","1000 US$","44","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","1996","1996","1000 US$","6","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2001","2001","1000 US$","57","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2005","2005","1000 US$","34","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2006","2006","1000 US$","179","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2007","2007","1000 US$","540","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2009","2009","1000 US$","2339","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2011","2011","1000 US$","2951","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2013","2013","1000 US$","127","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2014","2014","1000 US$","71","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2015","2015","1000 US$","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","01312","Bananas","2016","2016","1000 US$","5","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","0112","Maize (corn)","2009","2009","tonnes","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","0112","Maize (corn)","2009","2009","1000 US$","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","21429.02","Walnuts, shelled","1989","1989","tonnes","10","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5610","Import Quantity","21429.02","Walnuts, shelled","1990","1990","tonnes","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","21429.02","Walnuts, shelled","1989","1989","1000 US$","19","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","608","Philippines","5622","Import Value","21429.02","Walnuts, shelled","1990","1990","1000 US$","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0112","Maize (corn)","2000","2000","tonnes","62722","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0112","Maize (corn)","2000","2000","1000 US$","7652","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2000","2000","tonnes","57500","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","18185","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2003","2003","tonnes","31850","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2009","2009","tonnes","164844","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2013","2013","tonnes","20014","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2014","2014","tonnes","87300","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2015","2015","tonnes","651899","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2016","2016","tonnes","412349","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2017","2017","tonnes","282701","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2018","2018","tonnes","138721","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5610","Import Quantity","0111","Wheat","2019","2019","tonnes","128333","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2000","2000","1000 US$","8244","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2002","2002","1000 US$","2716","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2003","2003","1000 US$","4633","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2009","2009","1000 US$","64503","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2013","2013","1000 US$","17439","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2014","2014","1000 US$","26634","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2015","2015","1000 US$","161826","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2016","2016","1000 US$","85884","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2017","2017","1000 US$","57379","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2018","2018","1000 US$","29248","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","616","Poland","5622","Import Value","0111","Wheat","2019","2019","1000 US$","33172","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","620","Portugal","5610","Import Quantity","0112","Maize (corn)","2006","2006","tonnes","300","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","620","Portugal","5622","Import Value","0112","Maize (corn)","2006","2006","1000 US$","41","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","620","Portugal","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","2000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","620","Portugal","5622","Import Value","0111","Wheat","2006","2006","1000 US$","329","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5610","Import Quantity","01312","Bananas","2016","2016","tonnes","42","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5622","Import Value","01312","Bananas","2016","2016","1000 US$","27","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5610","Import Quantity","0113","Rice","2011","2011","tonnes","2","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5610","Import Quantity","0113","Rice","2013","2013","tonnes","5","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5610","Import Quantity","0113","Rice","2014","2014","tonnes","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5610","Import Quantity","0113","Rice","2019","2019","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5622","Import Value","0113","Rice","2011","2011","1000 US$","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5622","Import Value","0113","Rice","2013","2013","1000 US$","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5622","Import Value","0113","Rice","2014","2014","1000 US$","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","634","Qatar","5622","Import Value","0113","Rice","2019","2019","1000 US$","1","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5610","Import Quantity","01312","Bananas","2017","2017","tonnes","51","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5622","Import Value","01312","Bananas","2017","2017","1000 US$","40","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5610","Import Quantity","0112","Maize (corn)","2006","2006","tonnes","23","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5610","Import Quantity","0112","Maize (corn)","2017","2017","tonnes","104647","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5622","Import Value","0112","Maize (corn)","2006","2006","1000 US$","12","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5622","Import Value","0112","Maize (corn)","2017","2017","1000 US$","20775","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5610","Import Quantity","0113","Rice","2020","2020","tonnes","0","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5622","Import Value","0113","Rice","2020","2020","1000 US$","0","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","8540","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5610","Import Quantity","0111","Wheat","2017","2017","tonnes","170945","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5622","Import Value","0111","Wheat","2002","2002","1000 US$","1047","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","410","Republic of Korea","5622","Import Value","0111","Wheat","2017","2017","1000 US$","34696","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0112","Maize (corn)","2014","2014","tonnes","5500","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0112","Maize (corn)","2020","2020","tonnes","4759","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0112","Maize (corn)","2014","2014","1000 US$","1355","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0112","Maize (corn)","2020","2020","1000 US$","1136","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","21429.02","Walnuts, shelled","2013","2013","tonnes","22","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","21429.02","Walnuts, shelled","2014","2014","tonnes","15","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","21429.02","Walnuts, shelled","2015","2015","tonnes","44","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","21429.02","Walnuts, shelled","2016","2016","tonnes","31","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","21429.02","Walnuts, shelled","2013","2013","1000 US$","245","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","21429.02","Walnuts, shelled","2014","2014","1000 US$","76","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","21429.02","Walnuts, shelled","2015","2015","1000 US$","186","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","21429.02","Walnuts, shelled","2016","2016","1000 US$","76","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2007","2007","tonnes","2500","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2009","2009","tonnes","2396","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2011","2011","tonnes","3294","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2013","2013","tonnes","44656","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2014","2014","tonnes","7274","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2015","2015","tonnes","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5610","Import Quantity","0111","Wheat","2019","2019","tonnes","9","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2007","2007","1000 US$","563","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2009","2009","1000 US$","533","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2011","2011","1000 US$","1051","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2013","2013","1000 US$","17471","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2014","2014","1000 US$","1467","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2015","2015","1000 US$","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","498","Republic of Moldova","5622","Import Value","0111","Wheat","2019","2019","1000 US$","1818","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","1992","1992","tonnes","5000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","1995","1995","tonnes","8776","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","1998","1998","tonnes","10500","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","1999","1999","tonnes","14796","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2003","2003","tonnes","4000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2005","2005","tonnes","32395","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2006","2006","tonnes","4000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2009","2009","tonnes","1156","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2011","2011","tonnes","160855","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2013","2013","tonnes","353425","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2014","2014","tonnes","197242","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2015","2015","tonnes","368001","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2016","2016","tonnes","355592","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2017","2017","tonnes","150709","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2019","2019","tonnes","429642","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0112","Maize (corn)","2020","2020","tonnes","475286","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","1992","1992","1000 US$","678","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","1995","1995","1000 US$","1264","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","1998","1998","1000 US$","1318","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","1999","1999","1000 US$","1597","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2003","2003","1000 US$","541","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2005","2005","1000 US$","4603","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2006","2006","1000 US$","566","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2009","2009","1000 US$","660","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2011","2011","1000 US$","60847","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2013","2013","1000 US$","71452","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2014","2014","1000 US$","42518","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2015","2015","1000 US$","72071","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2016","2016","1000 US$","69063","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2017","2017","1000 US$","29919","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2019","2019","1000 US$","87539","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0112","Maize (corn)","2020","2020","1000 US$","113445","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","1992","1992","tonnes","29","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","1995","1995","tonnes","11","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","1999","1999","tonnes","6","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","2004","2004","tonnes","39","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","2013","2013","tonnes","14","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","2014","2014","tonnes","20","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","2015","2015","tonnes","10","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","21429.02","Walnuts, shelled","2016","2016","tonnes","10","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","1992","1992","1000 US$","57","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","1995","1995","1000 US$","22","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","1999","1999","1000 US$","13","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","2004","2004","1000 US$","74","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","2013","2013","1000 US$","96","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","2014","2014","1000 US$","137","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","2015","2015","1000 US$","66","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","21429.02","Walnuts, shelled","2016","2016","1000 US$","51","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","1996","1996","tonnes","2929","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","7870","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2003","2003","tonnes","4250","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2004","2004","tonnes","13124","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2005","2005","tonnes","2154","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","50888","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2007","2007","tonnes","29500","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2011","2011","tonnes","165635","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2013","2013","tonnes","1803935","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2014","2014","tonnes","1809852","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2015","2015","tonnes","1159582","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2016","2016","tonnes","1297052","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2017","2017","tonnes","1102094","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2018","2018","tonnes","1104706","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2019","2019","tonnes","1286086","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5610","Import Quantity","0111","Wheat","2020","2020","tonnes","294522","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","1996","1996","1000 US$","753","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","2002","2002","1000 US$","1093","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","2003","2003","1000 US$","638","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","2004","2004","1000 US$","1780","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","2005","2005","1000 US$","354","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","2006","2006","1000 US$","8664","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","642","Romania","5622","Import Value","0111","Wheat","2007","2007","1000 US$","5618","A","Official figure"
