Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","818","Egypt","012","Algeria","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","935","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","012","Algeria","5610","Import Quantity","0111","Wheat","2005","2005","tonnes","10600","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","012","Algeria","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","35144","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","012","Algeria","5622","Import Value","0111","Wheat","2002","2002","1000 US$","125","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","012","Algeria","5622","Import Value","0111","Wheat","2005","2005","1000 US$","1720","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","012","Algeria","5622","Import Value","0111","Wheat","2006","2006","1000 US$","5467","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","01312","Bananas","2006","2006","tonnes","30","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","01312","Bananas","2006","2006","1000 US$","15","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1986","1986","tonnes","62999","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1988","1988","tonnes","231092","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1990","1990","tonnes","15000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1991","1991","tonnes","136940","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1992","1992","tonnes","258530","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1993","1993","tonnes","40855","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1994","1994","tonnes","90918","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1995","1995","tonnes","136188","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1996","1996","tonnes","290692","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1998","1998","tonnes","933187","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","1999","1999","tonnes","76512","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2000","2000","tonnes","513620","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2001","2001","tonnes","649369","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2002","2002","tonnes","443533","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2003","2003","tonnes","702273","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2004","2004","tonnes","236727","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2005","2005","tonnes","1024085","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2006","2006","tonnes","45376","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2007","2007","tonnes","746272","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2009","2009","tonnes","233217","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2011","2011","tonnes","1400791","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2013","2013","tonnes","2119527","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2014","2014","tonnes","1636489","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2015","2015","tonnes","1610993","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2016","2016","tonnes","3069007","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2017","2017","tonnes","2738173","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2018","2018","tonnes","2548994","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2019","2019","tonnes","4678844","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0112","Maize (corn)","2020","2020","tonnes","3064771","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1986","1986","1000 US$","7384","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1988","1988","1000 US$","51326","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1990","1990","1000 US$","2133","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1991","1991","1000 US$","18317","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1992","1992","1000 US$","34602","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1993","1993","1000 US$","5439","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1994","1994","1000 US$","11406","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1995","1995","1000 US$","18529","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1996","1996","1000 US$","62473","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1998","1998","1000 US$","121220","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","1999","1999","1000 US$","9066","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2000","2000","1000 US$","61943","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2001","2001","1000 US$","72093","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2002","2002","1000 US$","56299","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2003","2003","1000 US$","94444","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2004","2004","1000 US$","37160","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2005","2005","1000 US$","136175","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2006","2006","1000 US$","9846","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2007","2007","1000 US$","158788","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2009","2009","1000 US$","119083","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2011","2011","1000 US$","444307","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2013","2013","1000 US$","571312","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2014","2014","1000 US$","389658","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2015","2015","1000 US$","315623","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2016","2016","1000 US$","566915","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2017","2017","1000 US$","543589","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2018","2018","1000 US$","506903","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2019","2019","1000 US$","532022","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0112","Maize (corn)","2020","2020","1000 US$","731521","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0113","Rice","2001","2001","tonnes","1000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0113","Rice","2001","2001","1000 US$","132","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","1995","1995","tonnes","24809","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","1998","1998","tonnes","283091","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","1999","1999","tonnes","25447","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2000","2000","tonnes","147610","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2001","2001","tonnes","4575","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","51850","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2003","2003","tonnes","2000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2004","2004","tonnes","123512","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2005","2005","tonnes","703000","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","12450","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2007","2007","tonnes","73095","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2009","2009","tonnes","13400","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2011","2011","tonnes","374933","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2013","2013","tonnes","12344","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2016","2016","tonnes","189000","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5610","Import Quantity","0111","Wheat","2017","2017","tonnes","121989","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","1995","1995","1000 US$","3941","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","1998","1998","1000 US$","40571","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","1999","1999","1000 US$","3455","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2000","2000","1000 US$","20469","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2001","2001","1000 US$","604","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2002","2002","1000 US$","6941","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2003","2003","1000 US$","290","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2004","2004","1000 US$","18859","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2005","2005","1000 US$","107477","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2006","2006","1000 US$","2052","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2007","2007","1000 US$","15932","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2009","2009","1000 US$","5754","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2011","2011","1000 US$","135461","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2013","2013","1000 US$","27571","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2016","2016","1000 US$","39326","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","032","Argentina","5622","Import Value","0111","Wheat","2017","2017","1000 US$","24760","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","1991","1991","tonnes","5500","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","1993","1993","tonnes","160","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","1994","1994","tonnes","3","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","1999","1999","tonnes","26500","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2000","2000","tonnes","18302","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2001","2001","tonnes","27517","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2002","2002","tonnes","43","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2004","2004","tonnes","266","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2005","2005","tonnes","765","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2007","2007","tonnes","378","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2013","2013","tonnes","44","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2014","2014","tonnes","296","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0112","Maize (corn)","2017","2017","tonnes","366","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","1991","1991","1000 US$","742","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","1993","1993","1000 US$","23","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","1994","1994","1000 US$","40","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","1999","1999","1000 US$","2933","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2000","2000","1000 US$","1984","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2001","2001","1000 US$","2829","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2002","2002","1000 US$","19","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2004","2004","1000 US$","430","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2005","2005","1000 US$","124","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2007","2007","1000 US$","131","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2013","2013","1000 US$","47","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2014","2014","1000 US$","222","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0112","Maize (corn)","2017","2017","1000 US$","73","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0113","Rice","2003","2003","tonnes","92","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0113","Rice","2013","2013","tonnes","0","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0113","Rice","2014","2014","tonnes","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0113","Rice","2003","2003","1000 US$","15","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0113","Rice","2013","2013","1000 US$","0","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0113","Rice","2014","2014","1000 US$","","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","21429.02","Walnuts, shelled","2018","2018","tonnes","9","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","21429.02","Walnuts, shelled","2018","2018","1000 US$","75","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1986","1986","tonnes","1805812","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1987","1987","tonnes","1405498","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1988","1988","tonnes","1591093","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1989","1989","tonnes","658692","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1990","1990","tonnes","1805459","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1991","1991","tonnes","1912096","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1992","1992","tonnes","1242054","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1993","1993","tonnes","755395","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1994","1994","tonnes","1827624","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1996","1996","tonnes","711660","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1998","1998","tonnes","625667","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","1999","1999","tonnes","525043","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2000","2000","tonnes","775559","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2001","2001","tonnes","741843","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","930245","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2003","2003","tonnes","350102","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2004","2004","tonnes","1029617","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2005","2005","tonnes","685375","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","965554","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2007","2007","tonnes","288582","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2009","2009","tonnes","182181","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2011","2011","tonnes","947185","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2013","2013","tonnes","72961","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2014","2014","tonnes","276184","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2015","2015","tonnes","472182","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2016","2016","tonnes","171548","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2017","2017","tonnes","202026","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2018","2018","tonnes","264309","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2019","2019","tonnes","32724","I","Imputed value"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5610","Import Quantity","0111","Wheat","2020","2020","tonnes","203640","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1986","1986","1000 US$","373423","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1987","1987","1000 US$","215659","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1988","1988","1000 US$","345389","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1989","1989","1000 US$","306178","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1990","1990","1000 US$","298107","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1991","1991","1000 US$","225189","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1992","1992","1000 US$","200563","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1993","1993","1000 US$","128104","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1994","1994","1000 US$","241226","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1996","1996","1000 US$","156569","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1998","1998","1000 US$","95197","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","1999","1999","1000 US$","86344","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2000","2000","1000 US$","138136","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2001","2001","1000 US$","135913","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2002","2002","1000 US$","157206","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2003","2003","1000 US$","58648","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2004","2004","1000 US$","174364","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2005","2005","1000 US$","117615","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2006","2006","1000 US$","168509","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2007","2007","1000 US$","62678","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2009","2009","1000 US$","86523","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2011","2011","1000 US$","268938","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2013","2013","1000 US$","141350","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2014","2014","1000 US$","90126","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2015","2015","1000 US$","149544","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2016","2016","1000 US$","41699","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2017","2017","1000 US$","41004","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2018","2018","1000 US$","55727","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2019","2019","1000 US$","10621","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","036","Australia","5622","Import Value","0111","Wheat","2020","2020","1000 US$","60666","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5610","Import Quantity","01312","Bananas","2005","2005","tonnes","69","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5610","Import Quantity","01312","Bananas","2006","2006","tonnes","220","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5610","Import Quantity","01312","Bananas","2007","2007","tonnes","813","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5622","Import Value","01312","Bananas","2005","2005","1000 US$","12","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5622","Import Value","01312","Bananas","2006","2006","1000 US$","40","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5622","Import Value","01312","Bananas","2007","2007","1000 US$","163","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5610","Import Quantity","0113","Rice","2015","2015","tonnes","0","X","Figure from international organizations"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5622","Import Value","0113","Rice","2015","2015","1000 US$","0","T","Unofficial figure"
"TM","Detailed trade matrix","818","Egypt","040","Austria","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","3550","A","Official figure"
